Num,Ligand_SMILES,Product_SMILES,Temp (K),G,ee (%),L_Num,L_DFT,L_Type,P_Num,R_Type,Data_Type,Doi,Ligand_Compound_Name,Product_Compound_Name,Unnamed: 15
4,[H][C@@]12N=C(C3=NC=CC=C3)O[C@]1([H])CC4=C2C=CC=C4,O=C(C1=CC=CC=C1)N[C@H](C2=CC=CC=C2)C,303.15,0.1514,-13,L4,Ligand_355,Pyox,P_1,NiH,HTE,10.1002/anie.202011342,"(3aS,8aR)-2-(pyridin-2-yl)-3a,8a-dihydro-8H-indeno[1,2-d]oxazole",(S)-N-(1-phenylethyl)benzamide,
4171,CC(C1=N[C@@H](C2=CC=CC=C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O1)(C)C5=N[C@@H](C6=CC=CC=C6)C(C7=CC=CC=C7)(C8=CC=CC=C8)O5,COC1=CC=C(C=C1)[C@H](C)C1=CC=CC=C1,323.15,1.1139,-70,L226,Ligand_79,Box,P_644,C(sp3)-C(sp2),literature,10.1021/acs.joc.0c02556,"(4S,4'S)-2,2'-(propane-2,2-diyl)bis(4,5,5-triphenyl-4,5-dihydrooxazole)",(R)-1-methoxy-4-(1-phenylethyl)benzene,
468,FC(C1=CN=C(C2=N[C@@H](C(C)C)CO2)C=C1)(F)F,O=C(N(C1=CC=CC=C1)C2=CC=CC=C2)[C@@H](CC)CCCCCC,273.15,0.217,-20,L9,Ligand_360,Pyox,P_64,C(sp3)-C(sp3),HTE,10.1021/ja0506509,"(S)-4-isopropyl-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole","(S)-2-ethyl-N,N-diphenyloctanamide",
6,CC([C@@H]1N=C(C2=NC=CC3=C2C=CC=C3)OC1)C,O=C(C1=CC=CC=C1)N[C@H](C2=CC=CC=C2)C,303.15,0.9766,-67,L6,Ligand_357,Pyox,P_1,NiH,HTE,10.1002/anie.202011342,"(S)-4-isopropyl-2-(isoquinolin-1-yl)-4,5-dihydrooxazole",(S)-N-(1-phenylethyl)benzamide,
5343,FC(C1=CN=C(C2=N[C@@H](C(C)(C)C)CO2)C=C1)(F)F,C1(=CCCCC1)C[C@]1(CN(C2=CC(=CC=C12)C)C(=O)OC(C)(C)C)C,298.15,1.4079,-83,L73,Ligand_386,Pyox,P_3816,Cyclization,literature,10.1021/jacs.9b03863,"(S)-4-(tert-butyl)-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole","tert-butyl (R)-3-(cyclohex-1-en-1-ylmethyl)-3,6-dimethylindoline-1-carboxylate",
920,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=NC4=CC=CC=C4C=C1,CC[C@H](C1CCCCC1)NC(OCC2=CC=CC=C2)=O,303.15,0.4296,-34,L12,Ligand_361,Pyox,P_68,NiH,HTE,10.1021/jacs.0c11630,"(S)-4-phenyl-2-(quinolin-2-yl)-4,5-dihydrooxazole",benzyl (R)-(1-cyclohexylpropyl)carbamate,
2596,CC(C1=N[C@H](CO1)C2=CC=CC=C2)(C)C3=N[C@H](CO3)C4=CC=CC=C4,C1(CCCCC1)CCC([C@@H](C)C1=CC=CC=C1)=O,273.15,1.5982,-90,L21,Ligand_59,Box,P_1069,NiH,literature,10.1021/jacs.0c01324,"(4S,4'S)-2,2'-(propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)",(S)-1-cyclohexyl-4-phenylpentan-3-one,
4325,C1(C2(CC2)C3=N[C@H](C(C=CC=C4)=C4C5)[C@H]5O3)=N[C@H]6[C@H](CC7=C6C=CC=C7)O1,ClC1=CC=C(C=C1)[C@@H](C)\C=C\C1=CC=C(C=C1)OC,273.15,1.4935,-88,L437,Ligand_88,Box,P_3278,RCC,literature,10.1021/ja508067c,"(3aR,3a'R,8aS,8a'S)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(S,E)-1-chloro-4-(4-(4-methoxyphenyl)but-3-en-2-yl)benzene",
1064,CC(C1=N[C@@H](CC2=CC=CC=C2)CO1)(C3=N[C@@H](CC4=CC=CC=C4)CO3)C,CC[C@@H](C1=CC=CC=C1)C2=CC(OC)=NC=C2,303.15,0.3205,-26,L26,Ligand_63,Box,P_22,NiH,HTE,10.1002/ange.202010386,"(4S,4'S)-2,2'-(propane-2,2-diyl)bis(4-benzyl-4,5-dihydrooxazole)",(S)-2-methoxy-4-(1-phenylpropyl)pyridine,
2591,FC(C1=CN=C(C2=N[C@@H](C(C)C)CO2)C=C1)(F)F,C(C)(C)[Si]([C@](C#C)(CC)C1=CC=C(C=C1)OC)(C(C)C)C(C)C,273.15,1.4935,-88,L9,Ligand_360,Pyox,P_646,NiH,literature,10.1038/s41467-021-24094-9,"(S)-4-isopropyl-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole",(S)-triisopropyl(3-(4-methoxyphenyl)pent-1-yn-3-yl)silane,
243,C[C@@H]1N=C(C2=CC=CC(C3=N[C@@H](C)CO3)=N2)OC1,C[C@@H](NC(C1=CC=CC=C1)=O)C2=CN=C(C=C2)OC,303.15,0.0337,-3,L47,Ligand_330,Pybox,P_8,NiH,HTE,10.1002/anie.202011342,"2,6-bis((S)-4-methyl-4,5-dihydrooxazol-2-yl)pyridine",(R)-N-(1-(6-methoxypyridin-3-yl)ethyl)benzamide,
5719,CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4,OC[C@@H](C1=CC=C(C=C1)C)C1=CC=C(C(=O)OCC)C=C1,303.15,1.7132,-89,L259,Ligand_273,Biim,P_1937,Photoredox,literature,10.1021/jacs.1c08105,"(4S,4'S)-1,1'-bis(3-(tert-butyl)phenyl)-4,4'-diisopropyl-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole",ethyl (S)-4-(2-hydroxy-1-(p-tolyl)ethyl)benzoate,
1161,CC([C@@H]1N=C(C2=NC3=CC=CC=C3C=C2)OC1)C,O=C(C1=CC=CC=C1)N[C@@H](CC)CCCC2=CC=CC=C2,303.15,0.1744,-14,L7,Ligand_358,Pyox,P_25,NiH,HTE,10.1038/s41467-021-22983-7,"(S)-4-isopropyl-2-(quinolin-2-yl)-4,5-dihydrooxazole",(S)-N-(6-phenylhexan-3-yl)benzamide,
2871,CC(C=C1)=CC=C1N2C(C3=N[C@@H]([C@@H](C)CC)CN3C4=CC=C(C)C=C4)=N[C@@H]([C@@H](C)CC)C2,ClC1=CC=C(C(=O)N[C@H](C)C2=CC=CC=C2)C=C1,303.15,1.7738,-90,L239,Ligand_262,Biim,P_1746,NiH,literature,10.1021/jacs.0c01324,"(4S,4'S)-4,4'-di((S)-sec-butyl)-1,1'-di-p-tolyl-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole",(R)-4-chloro-N-(1-phenylethyl)benzamide,
3736,C[C@@H](CC)[C@H]1COC(C2=N[C@@H]([C@H](CC)C)CO2)=N1,CC(C[C@H](C1=CC=CC=C1)NC(C1=CC=C(C=C1)OC)=O)(C)C,298.15,2.0595,-94,L458,Ligand_24,Biox,P_3513,3-Component,literature,10.1021/jacs.0c05254,"(4S,4'S)-4,4'-di((S)-sec-butyl)-4,4',5,5'-tetrahydro-2,2'-bioxazole","(R)-N-(3,3-dimethyl-1-phenylbutyl)-4-methoxybenzamide",
2398,CC1=CC=CC(C2=N[C@@H](C)CO2)=N1,CCCCCCCC[C@@H](CC)C(N(C1=CC=CC=C1)C2=CC=CC=C2)=O,248.15,0.7312,-63,L175,Ligand_369,Pyox,P_360,NiH,literature,10.1002/anie.201813222,"(S)-4-methyl-2-(6-methylpyridin-2-yl)-4,5-dihydrooxazole","(R)-2-ethyl-N,N-diphenyldecanamide",
3518,C1(CC2=N[C@H](C3=CC=CC=C3)[C@H](C4=CC=CC=C4)O2)=N[C@H](C5=CC=CC=C5)[C@H](C6=CC=CC=C6)O1,F[C@@](C(=O)C1=CC(=CC=C1)F)(CC1=CC=CC=C1)C1=CC=CC=C1,248.15,2.0635,-97,L386,Ligand_126,Box,P_2828,C(sp3)-C(sp2),literature,10.1021/ja501815p,"bis((4R,5S)-4,5-diphenyl-4,5-dihydrooxazol-2-yl)methane","(S)-2-fluoro-1-(3-fluorophenyl)-2,3-diphenylpropan-1-one",
3422,CC(C1=N[C@@H](C2=CC=CC=C2)[C@H](C3=CC=CC=C3)O1)(C)C4=N[C@@H](C5=CC=CC=C5)[C@H](C6=CC=CC=C6)O4,O=C(C9=CC=CC(OC)=C9)[C@@H](C)/C=C/CC%10=CC=CC=C%10,283.15,1.6002,-89,L229,Ligand_78,Box,P_1510,C(sp3)-C(sp2),literature,10.1021/ja1017046,"(4S,4'S,5S,5'S)-2,2'-(propane-2,2-diyl)bis(4,5-diphenyl-4,5-dihydrooxazole)","(S,E)-1-(3-methoxyphenyl)-2-methyl-5-phenylpent-3-en-1-one",
2564,FC(C1=CN=C(C2=N[C@@H](C(C)(C)C)CO2)C=C1)(F)F,C(C)(C)[Si](C#C[C@@H](CC)C=1C=C(C=O)C=CC1)(C(C)C)C(C)C,273.15,1.725,-92,L73,Ligand_386,Pyox,P_3722,NiH,literature,10.1038/s41467-021-24094-9,"(S)-4-(tert-butyl)-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole",(S)-3-(1-(triisopropylsilyl)pent-1-yn-3-yl)benzaldehyde,
1606,C[C@@H]1N=C(C2=CC=CC(C3=N[C@@H](C)CO3)=N2)OC1,O=C(C(CCCC1CCCCC1)C)NC2=CC=CC=C2,263.15,0.0067,-1,L47,Ligand_330,Pybox,P_356,NiH,HTE,10.1002/anie.202011339,"2,6-bis((S)-4-methyl-4,5-dihydrooxazol-2-yl)pyridine",5-cyclohexyl-2-methyl-N-phenylpentanamide,
6520,CC(C=N1)=CC=C1C2=N[C@H](C34C[C@H]5CC(C4)CC(C5)C3)CO2,C(C)(=O)C1=CC=C(C=C1)[C@H](CC(=O)C1=CC=CC=C1)CO[Si](C(C)C)(C(C)C)C(C)C,298.15,1.5326,-86,L502,Ligandplus_30,Pyox,pplus_673,Photoredox,literature,10.1039/d1sc07237d,"Chem. Sci. 2022, 13, 3020?3026","(4R)-4-((1R,3S)-adamantan-1-yl)-2-(5-methylpyridin-2-yl)-4,5-dihydrooxazole",(S)-3-(4-acetylphenyl)-1-phenyl-4-((triisopropylsilyl)oxy)butan-1-one
2325,C1(C2=NC(C3=N[C@@H](CC4=CC=CC=C4)CO3)=CC=C2)=NC(C5=N[C@@H](CC6=CC=CC=C6)CO5)=CC=C1,CC[C@H](NC(C1=CC=CC=C1)=O)CCC2CCCCC2,303.15,0.0692,-6,L38,Ligand_258,Pyox,P_50,NiH,HTE,10.1038/s41467-021-22983-7,"6,6'-bis((S)-4-benzyl-4,5-dihydrooxazol-2-yl)-2,2'-bipyridine",(S)-N-(1-cyclohexylpentan-3-yl)benzamide,
2710,C1=CC=C2C(=C1)C[C@H]1OC(C3=N[C@H]4C5=CC=CC=C5C[C@H]4O3)=N[C@@H]21,COC1=CC=C(C=C1)[C@H](CC)NC1=CC=C(C=C1)SC1=CC=CC=C1,273.15,1.725,-92,L370,Ligand_14,Biox,P_2624,NiH,literature,10.1002/anie.202109881,"(3aS,3'aS,8aR,8'aR)-3a,3'a,8a,8'a-tetrahydro-8H,8'H-2,2'-biindeno[1,2-d]oxazole",(S)-N-(1-(4-methoxyphenyl)propyl)-4-(phenylthio)aniline,
5922,CCC(C)[C@H](N=C1C2=N[C@H](CN2C3=CC=CC(C(C)(C)C)=C3)C(CC)C)CN1C4=CC(C(C)(C)C)=CC=C4,C(C\C=C\[C@@H](C)C1=CC=CC=C1)C1=CC=CC=C1,303.15,1.4713,-84,L162,Ligand_290,Biim,P_814,Photoredox,literature,10.1002/cjoc.202100819,"(4S,4'S)-4,4'-di-sec-butyl-1,1'-bis(3-(tert-butyl)phenyl)-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole","(R,E)-hex-3-ene-1,5-diyldibenzene",
1313,CC([C@@H]1N=C(C2=NC3=CC=CC=C3C=C2)OC1)(C)C,O=C(C1=CC=CC=C1)N[C@@H](C)CCCC2=CC=CC=C2,303.15,0.129,-11,L8,Ligand_359,Pyox,P_29,NiH,HTE,10.1038/s41467-021-22983-7,"(S)-4-(tert-butyl)-2-(quinolin-2-yl)-4,5-dihydrooxazole",(S)-N-(5-phenylpentan-2-yl)benzamide,
3449,CC(C1=N[C@H](CO1)C2=CC=CC=C2)(C)C3=N[C@H](CO3)C4=CC=CC=C4,ClC([C@H](CCC1=CC=CC=C1)C1=CC=C(C=C1)OC)(F)F,253.15,1.9578,-96,L21,Ligand_59,Box,P_1181,C(sp3)-C(sp2),literature,10.1021/jacs.5b04725,"(4S,4'S)-2,2'-(propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)","(R)-1-(1-chloro-1,1-difluoro-4-phenylbutan-2-yl)-4-methoxybenzene",
3813,C1(C2=N[C@@H](CC3=CC=CC=C3)CO2)=NC(C4=N[C@@H](CC5=CC=CC=C5)CO4)=CC=C1,O1C(OCC1)CC[C@@H](/C=C/C(=O)OCC)C,263.15,2.0351,-96,L32,Ligand_328,Pybox,P_2351,C(sp3)-C(sp3),literature,10.1021/ja800103z,"2,6-bis((S)-4-benzyl-4,5-dihydrooxazol-2-yl)pyridine","ethyl (S,E)-6-(1,3-dioxolan-2-yl)-4-methylhex-2-enoate",
6120,C1(C2(CCCC2)C3=N[C@H](C4=CC=CC=C4)[C@H](C5=CC=CC=C5)O3)=N[C@H](C6=CC=CC=C6)[C@H](C7=CC=CC=C7)O1,O=C(CCC1=CC=CC=C1)[C@H](CCCC)NC(C1=CC=CC=C1)=O,288.15,1.5267,-87,L471,Ligand_156,Box,pplus_331,Photoredox,literature,10.1021/jacs.0c10471,"(4R,4'R,5S,5'S)-2,2'-(cyclopentane-1,1-diyl)bis(4,5-diphenyl-4,5-dihydrooxazole)",(S)-N-(3-oxo-1-phenyloctan-4-yl)benzamide,
2363,C1(C2=NC(C3=N[C@@H](CC4=CC=CC=C4)CO3)=CC=C2)=NC(C5=N[C@@H](CC6=CC=CC=C6)CO5)=CC=C1,CC[C@@H](NC(C1=CC=CC=C1)=O)CCCC2=CC=C(C=C2)OC,303.15,0.3111,-25,L38,Ligand_258,Pyox,P_45,NiH,HTE,10.1038/s41467-021-22983-7,"6,6'-bis((S)-4-benzyl-4,5-dihydrooxazol-2-yl)-2,2'-bipyridine",(R)-N-(6-(4-methoxyphenyl)hexan-3-yl)benzamide,
1976,C1(C2=NC3=CC=CC=C3C=C2)=N[C@@H](CC4=CC=CC=C4)CO1,O=C(NC1=CC=C(C=C1)C(OCC)=O)[C@@H](C)CCCC2CCCCC2,263.15,0.6795,-57,L13,Ligand_364,Pyox,P_42,NiH,HTE,10.1002/anie.202011339,"(S)-4-benzyl-2-(quinolin-2-yl)-4,5-dihydrooxazole",ethyl (S)-4-(5-cyclohexyl-2-methylpentanamido)benzoate,
3515,C1(CC2=N[C@H](C3=CC=CC=C3)[C@H](C4=CC=CC=C4)O2)=N[C@H](C5=CC=CC=C5)[C@H](C6=CC=CC=C6)O1,CC[C@@](C1=CC=CC=C1)(F)C(C(C=C2)=CC=C2C3=CC=CC=C3)=O,248.15,1.9191,-96,L386,Ligand_126,Box,P_2825,C(sp3)-C(sp2),literature,10.1021/ja501815p,"bis((4R,5S)-4,5-diphenyl-4,5-dihydrooxazol-2-yl)methane","(S)-1-([1,1'-biphenyl]-4-yl)-2-fluoro-2-phenylbutan-1-one",
1762,CC([C@H]1N=C(C2=N[C@H](C(C)C)CO2)OC1)C,O=C(CCC1)N1[C@@H](C)CCCN2C3=C(C4=C2C=CC=C4)C=CC=C3,273.15,0.0396,-4,L46,Ligand_4,Biox,P_38,NiH,HTE,10.1038/s41467-021-22983-7,"(4R,4'R)-4,4'-diisopropyl-4,4',5,5'-tetrahydro-2,2'-bioxazole",(S)-1-(5-(9H-carbazol-9-yl)pentan-2-yl)pyrrolidin-2-one,
5402,CC([C@H](CO1)N=C1C2=CC=CC=N2)(C)C,C(C)(=O)OC1=CC=C(C=C1)CC[C@]1(CCC2=CC=CC=C12)CC,313.15,2.064,-93,L325,Ligand_418,Pyox,P_2367,Cyclization,literature,10.1021/acs.orglett.0c00688,"(R)-4-(tert-butyl)-2-(pyridin-2-yl)-4,5-dihydrooxazole","(S)-4-(2-(1-ethyl-2,3-dihydro-1H-inden-1-yl)ethyl)phenyl acetate",
2740,C1=CC=C2C(=C1)C[C@H]1OC(C3=N[C@H]4C5=CC=CC=C5C[C@H]4O3)=N[C@@H]21,C(C1=CC=CC=C1)N([C@@H](CC)C1=CC=C(C=C1)OC)CC=1SC=CC1,298.15,1.81,-91,L370,Ligand_14,Biox,P_2652,NiH,literature,10.1002/anie.202109881,"(3aS,3'aS,8aR,8'aR)-3a,3'a,8a,8'a-tetrahydro-8H,8'H-2,2'-biindeno[1,2-d]oxazole",(S)-N-benzyl-1-(4-methoxyphenyl)-N-(thiophen-2-ylmethyl)propan-1-amine,
6128,C1(C2(CCCC2)C3=N[C@H](C4=CC=CC=C4)[C@H](C5=CC=CC=C5)O3)=N[C@H](C6=CC=CC=C6)[C@H](C7=CC=CC=C7)O1,C1(=CC=C(C=C1)C([C@H](CCCC)NC(C1=CC=CC=C1)=O)=O)C1=CC=CC=C1,288.15,2.0978,-95,L471,Ligand_156,Box,pplus_339,Photoredox,literature,10.1021/jacs.0c10471,"(4R,4'R,5S,5'S)-2,2'-(cyclopentane-1,1-diyl)bis(4,5-diphenyl-4,5-dihydrooxazole)","(S)-N-(1-([1,1'-biphenyl]-4-yl)-1-oxohexan-2-yl)benzamide",
2473,CCCC(CCC)[C@@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@H](C(CCC)CCC)CN3C4=CC(C(C)(C)C)=CC=C4)=N1,COC1=CC=C(C=C1)[C@H](CC)C=1C=C(C=CC1)B1OC(C(O1)(C)C)(C)C,298.15,1.6302,-88,L139,Ligand_260,Biim,P_624,NiH,literature,10.1002/anie.202010386,"(4R,4'R)-1,1'-bis(3-(tert-butyl)phenyl)-4,4'-di(heptan-4-yl)-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole","(S)-2-(3-(1-(4-methoxyphenyl)propyl)phenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",
4008,CC(C[C@@H](CO1)N=C1C2=CC=CC(C3=N[C@@H](CC(C)C)CO3)=N2)C,O1C(OCC1)CC[C@@H](CC1=CC=CC=C1)[Si](C1=CC=CC=C1)(C1=CC=CC=C1)CC,298.15,2.0595,-94,L244,Ligand_344,Pybox,P_1752,C(sp3)-C(sp3),literature,10.1002/anie.201814208,"2,6-bis((S)-4-isobutyl-4,5-dihydrooxazol-2-yl)pyridine","(S)-(4-(1,3-dioxolan-2-yl)-1-phenylbutan-2-yl)(ethyl)diphenylsilane",
4719,CN[C@H](C1=CC=CC=C1)[C@H](NC)C2=CC=CC=C2,CCCC[C@H](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)B2OC(C)(C(C)(O2)C)C,298.15,2.0595,-94,L103,Ligand_230,Diamine,P_169,Photoredox,literature,10.1038/s41467-021-21947-1,"(1R,2R)-N1,N2-dimethyl-1,2-diphenylethane-1,2-diamine","(R)-2-(1-(3,5-bis(trifluoromethyl)phenyl)pentyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",
1494,FC(C1=CN=C(C2=NC(CC3=CCCC=C3)=CO2)C=C1)(F)F,O=C1N(CCC1)[C@H](CCCCC)CCCOC2=CC3=C(C=C2)C=CC=C3,303.15,0.1726,-14,L17,Ligand_363,Pyox,P_32,NiH,HTE,10.1038/s41467-021-21600-x,"4-(cyclohexa-1,5-dien-1-ylmethyl)-2-(5-(trifluoromethyl)pyridin-2-yl)oxazole",(R)-1-(1-(naphthalen-2-yloxy)nonan-4-yl)pyrrolidin-2-one,
4207,COC[C@@H]1N=C(C2=N[C@@H](COC)[C@H](C3=CC=CC=C3)O2)O[C@H]1C1=CC=CC=C1,C1(=CC=CC=C1)[C@H](CC)C1=CC=C(C#N)C=C1,228.15,1.4409,-92,L96,Ligand_12,Biox,P_3917,C(sp3)-C(sp2),literature,10.1021/ja408561b,"(4S,4'S,5S,5'S)-4,4'-bis(methoxymethyl)-5,5'-diphenyl-4,4',5,5'-tetrahydro-2,2'-bioxazole",(S)-4-(1-phenylpropyl)benzonitrile,
2159,CC([C@@H]1N=C(C2=CC=CC(C3=N[C@@H](C(C)C)CO3)=N2)OC1)C,O=C1CCCN1[C@@H](CCCCC)CC2=CC=CC=C2,273.15,0.0086,-1,L16,Ligand_324,Pybox,P_46,NiH,HTE,10.1038/s41467-021-22983-7,"2,6-bis((S)-4-isopropyl-4,5-dihydrooxazol-2-yl)pyridine",(S)-1-(1-phenylheptan-2-yl)pyrrolidin-2-one,
1170,C1(C2=N[C@H]3[C@H](CC4=C3C=CC=C4)O2)=CC=CC(C5=N[C@H](C(C=CC=C6)=C6C7)[C@H]7O5)=N1,O=C(C1=CC=CC=C1)N[C@H](CC)CCCC2=CC=CC=C2,303.15,0.1531,-13,L31,Ligand_327,Pybox,P_25,NiH,HTE,10.1038/s41467-021-22983-7,"2,6-bis((3aR,8aS)-3a,8a-dihydro-8H-indeno[1,2-d]oxazol-2-yl)pyridine",(R)-N-(6-phenylhexan-3-yl)benzamide,
5939,CC(C)OC1=CC(OC(C)C)=CC([C@@H]2[C@H](C3=CC=CC=C3)OC(C(CC4=C5C(C=CC=C5)=C6C=CC=CC6=C4)(C7=N[C@H](C8=CC(OC(C)C)=CC(OC(C)C)=C8)[C@H](C9=CC=CC=C9)O7)CC%10=CC%11=C(C%12=C%10C=CC=C%12)C=CC=C%11)=N2)=C1,FC(F)(F)[C@@H](CCC1=CC=CC=C1)CCCCCOC2=CC=C(C=O)C=C2,263.15,1.6619,-92,L474,Ligandplus_2,Box,pplus_169,Photoredox,literature,10.1002/cjoc.202200142,"(4R,4'R,5S,5'S)-2,2'-(1,3-di(phenanthren-9-yl)propane-2,2-diyl)bis(4-(3,5-diisopropoxyphenyl)-5-phenyl-4,5-dihydrooxazole)",(R)-4-((8-phenyl-6-(trifluoromethyl)octyl)oxy)benzaldehyde,
233,[H][C@@]12N=C(C3(C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)CCCCC3)O[C@]1([H])CC7=C2C=CC=C7,C[C@H](NC(C1=CC=CC=C1)=O)C2=CN=C(C=C2)OC,303.15,0.0263,-2,L33,Ligand_72,Box,P_8,NiH,HTE,10.1002/anie.202011342,"(3aS,3a'S,8aR,8a'R)-2,2'-(cyclohexane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)",(S)-N-(1-(6-methoxypyridin-3-yl)ethyl)benzamide,
67,[H][C@@]12N=C(C3(C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)CCCCC3)O[C@]1([H])CC7=C2C=CC=C7,O=C(C1=CC=CC=C1)N[C@H](C2=CC=C(C=C2)C)C,303.15,0.2577,-21,L33,Ligand_72,Box,P_2,NiH,HTE,10.1002/anie.202011342,"(3aS,3a'S,8aR,8a'R)-2,2'-(cyclohexane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)",(S)-N-(1-(p-tolyl)ethyl)benzamide,
1604,C1(C2=N[C@H](C3=CC=CC=C3)[C@H](C4=CC=CC=C4)O2)=NC(C5=N[C@H](C6=CC=CC=C6)[C@H](C7=CC=CC=C7)O5)=CC=C1,O=C(C(CCCC1CCCCC1)C)NC2=CC=CC=C2,263.15,0.031,-3,L42,Ligand_329,Pybox,P_356,NiH,HTE,10.1002/anie.202011339,"2,6-bis((4R,5S)-4,5-diphenyl-4,5-dihydrooxazol-2-yl)pyridine",5-cyclohexyl-2-methyl-N-phenylpentanamide,
3284,FC(C1=CN=C(C2=N[C@@H](C(C)(C)C)CO2)C=C1)(F)F,O=C%46[C@](CC=C)(/C=C/CCCC)CCN%46C%47=CC=C(OC)C=C%47,298.15,2.4793,-97,L73,Ligand_386,Pyox,P_3762,C(sp3)-C(sp2),literature,10.1038/s41557-020-00609-7,"(S)-4-(tert-butyl)-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole","(S,E)-3-allyl-3-(hex-1-en-1-yl)-1-(4-methoxyphenyl)pyrrolidin-2-one",
3597,C1(C2=N[C@H](CC3=CC=CC=C3)CO2)=C(C=CC=C4)C4=CC=N1,C1(=CC=CC=C1)[C@H](C1=CC=C(C(=O)OC)C=C1)OC(F)(F)F,273.15,1.2558,-82,L393,Ligand_419,Pyox,P_829,C(sp3)-C(sp2),literature,10.1002/anie.201706868,"(R)-4-benzyl-2-(isoquinolin-1-yl)-4,5-dihydrooxazole",methyl (R)-4-(phenyl(trifluoromethoxy)methyl)benzoate,
4633,[H][C@@]12N=C(C3(CC3)C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)O[C@]1([H])CC7=C2C=CC=C7,C1(=CC=CC=C1)S(=O)(=O)[C@H](CCCC)C=1C=CC(=NC1)C(F)(F)F,273.15,1.8003,-93,L23,Ligand_71,Box,P_1635,RCC,literature,10.1039/d1sc00283j,"(3aS,3a'S,8aR,8a'R)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)",(R)-5-(1-(phenylsulfonyl)pentyl)-2-(trifluoromethyl)pyridine,
126,CC([C@@H]1N=C(C2=NC=CC=C2)OC1)C,O=C(C1=C(C=CC=C1)OC)N[C@H](C2=CC=CC=C2)C,303.15,0.535,-42,L1,Ligand_352,Pyox,P_5,NiH,HTE,10.1002/anie.202011342,"(S)-4-isopropyl-2-(pyridin-2-yl)-4,5-dihydrooxazole",(S)-2-methoxy-N-(1-phenylethyl)benzamide,
5351,FC(C1=CN=C(C2=N[C@@H](C(C)(C)C)CO2)C=C1)(F)F,C[C@@]1(CCC2=CC(=CC=C12)C)CC=1CC2=CC=CC=C2C1,298.15,2.1706,-95,L73,Ligand_386,Pyox,P_3824,Cyclization,literature,10.1021/jacs.9b03863,"(S)-4-(tert-butyl)-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole","(R)-2-((1,5-dimethyl-2,3-dihydro-1H-inden-1-yl)methyl)-1H-indene",
1297,CC(C1=N[C@H](C2=CC=CC=C2)[C@H](C3=CC=CC=C3)O1)(C4=N[C@H](C5=CC=CC=C5)[C@H](C6=CC=CC=C6)O4)C,O=C(C1=CC=CC=C1)N[C@@H](C2CCN(S(C3=CC=C(C=C3)C)(=O)=O)CC2)C,303.15,1.3496,-81,L39,Ligand_68,Box,P_28,NiH,HTE,10.1038/s41467-021-22983-7,"(4R,4'R,5S,5'S)-2,2'-(propane-2,2-diyl)bis(4,5-diphenyl-4,5-dihydrooxazole)",(R)-N-(1-(1-tosylpiperidin-4-yl)ethyl)benzamide,
1977,FC(C1=CN=C(C2=N[C@@H](C3=CC=CC=C3)CO2)C=C1)(F)F,O=C(NC1=CC=C(C=C1)C(OCC)=O)[C@H](C)CCCC2CCCCC2,263.15,0.3934,-36,L14,Ligand_362,Pyox,P_42,NiH,HTE,10.1002/anie.202011339,"(S)-4-phenyl-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole",ethyl (R)-4-(5-cyclohexyl-2-methylpentanamido)benzoate,
